id,model_key,model_family,model_params,protagonist_gender,country,region,person,word_count,pca_x,pca_y,tsne_x,tsne_y,tsne3_x,tsne3_y,tsne3_z
ollama-mistral-nemo_Cousin_Ethiopia_male,ollama-mistral-nemo,mistral,12B,male,Ethiopia,Sub-Saharan Africa,Cousin,186,1.5626901,-0.23798466,-18.350203,6.1308417,18.796476,18.43816,-0.24880522
ollama-mistral-7b_Cousin_Ethiopia_male,ollama-mistral-7b,mistral,7B,male,Ethiopia,Sub-Saharan Africa,Cousin,203,3.3794537,2.1924899,-30.505457,23.48228,11.78198,23.99167,12.470643
ollama-qwen25-7b_Cousin_Ethiopia_male,ollama-qwen25-7b,qwen,7B,male,Ethiopia,Sub-Saharan Africa,Cousin,158,0.1809815,0.058689877,-12.422474,-19.668182,-10.246005,-11.201873,18.067087
ollama-qwen25-3b_Cousin_Ethiopia_male,ollama-qwen25-3b,qwen,3B,male,Ethiopia,Sub-Saharan Africa,Cousin,174,1.0548352,0.69975907,-14.484977,-0.5280717,7.9154177,7.5448475,13.699924
ollama-gemma2-2b_Cousin_Ethiopia_male,ollama-gemma2-2b,gemma,2B,male,Ethiopia,Sub-Saharan Africa,Cousin,191,-0.02399498,0.8090776,10.475326,-13.019556,21.549736,-32.7212,1.9839927
ollama-gemma3-12b_Cousin_Ethiopia_male,ollama-gemma3-12b,gemma,12B,male,Ethiopia,Sub-Saharan Africa,Cousin,208,-2.2635903,-1.2564614,45.4616,1.2446389,-4.461078,1.7049356,-25.787142
ollama-gemma3-27b_Cousin_Ethiopia_male,ollama-gemma3-27b,gemma,27B,male,Ethiopia,Sub-Saharan Africa,Cousin,164,-0.7355528,0.6416584,36.659184,-3.3327613,-18.994535,12.580715,-9.943148
ollama-llama31-8b_Cousin_SouthAfrica_female,ollama-llama31-8b,llama,8B,female,South Africa,Sub-Saharan Africa,Cousin,162,0.5929914,-1.3939271,12.776389,14.933412,-2.4453113,-5.9779754,-6.8318357
ollama-llama32-3b_Cousin_SouthAfrica_female,ollama-llama32-3b,llama,3B,female,South Africa,Sub-Saharan Africa,Cousin,201,-0.6748344,-0.24295154,-33.014404,-31.909296,25.684053,-4.266989,30.448917
ollama-llama3-70b_Cousin_SouthAfrica_female,ollama-llama3-70b,llama,70B,female,South Africa,Sub-Saharan Africa,Cousin,197,0.38765383,-2.77828,1.1975175,12.575893,-12.583256,13.135089,0.60054195
ollama-mistral-nemo_Cousin_SouthAfrica_female,ollama-mistral-nemo,mistral,12B,female,South Africa,Sub-Saharan Africa,Cousin,204,0.59486866,-0.9958609,-26.74316,-1.3256065,26.680864,7.9888673,-4.7780595
ollama-mistral-7b_Cousin_SouthAfrica_female,ollama-mistral-7b,mistral,7B,female,South Africa,Sub-Saharan Africa,Cousin,193,2.4612849,0.79655486,-31.51253,20.527369,11.630678,24.013626,19.845001
ollama-qwen25-7b_Cousin_SouthAfrica_female,ollama-qwen25-7b,qwen,7B,female,South Africa,Sub-Saharan Africa,Cousin,175,1.6353859,-0.076777905,-22.573555,10.664345,22.222475,19.751997,-1.6615325
ollama-qwen25-3b_Cousin_SouthAfrica_female,ollama-qwen25-3b,qwen,3B,female,South Africa,Sub-Saharan Africa,Cousin,159,1.1324869,-0.9169596,-9.73045,-23.35245,16.312563,-1.9308758,13.810939
ollama-gemma2-2b_Cousin_SouthAfrica_female,ollama-gemma2-2b,gemma,2B,female,South Africa,Sub-Saharan Africa,Cousin,206,-0.80489296,2.9673376,16.893389,-16.622944,-8.496973,-32.601696,1.3277005
ollama-gemma3-12b_Cousin_SouthAfrica_female,ollama-gemma3-12b,gemma,12B,female,South Africa,Sub-Saharan Africa,Cousin,208,-2.2306945,1.20151,47.06725,-12.1990795,-16.543188,1.3821319,-11.861778
ollama-gemma3-27b_Cousin_SouthAfrica_female,ollama-gemma3-27b,gemma,27B,female,South Africa,Sub-Saharan Africa,Cousin,184,-1.86091,0.3802442,38.08724,-0.6288499,-17.596672,11.79216,-15.4121685
ollama-gptoss-20b_Cousin_SouthAfrica_female,ollama-gptoss-20b,gpt-oss,20B,female,South Africa,Sub-Saharan Africa,Cousin,155,0.14941,-0.44852626,-23.734207,-6.9748397,31.606653,1.829727,-5.0872335
ollama-llama31-8b_Cousin_SouthAfrica_male,ollama-llama31-8b,llama,8B,male,South Africa,Sub-Saharan Africa,Cousin,145,0.5101647,-0.369451,-17.22934,13.024963,8.28091,9.403646,-6.457398
ollama-llama32-1b_Cousin_SouthAfrica_male,ollama-llama32-1b,llama,1B,male,South Africa,Sub-Saharan Africa,Cousin,186,1.5447612,1.1779506,-4.0180173,-17.257162,11.224977,-4.104868,15.504022
ollama-llama32-3b_Cousin_SouthAfrica_male,ollama-llama32-3b,llama,3B,male,South Africa,Sub-Saharan Africa,Cousin,184,0.6303434,0.4420463,-13.796692,-21.109222,26.004765,-5.164701,28.68621
ollama-llama3-70b_Cousin_SouthAfrica_male,ollama-llama3-70b,llama,70B,male,South Africa,Sub-Saharan Africa,Cousin,198,0.35525233,-0.4746791,-20.49796,14.753477,-11.603159,19.443703,19.120275
ollama-mistral-7b_Cousin_SouthAfrica_male,ollama-mistral-7b,mistral,7B,male,South Africa,Sub-Saharan Africa,Cousin,203,4.435,-0.19197246,-28.701574,19.142395,7.35624,11.949438,17.14564
ollama-qwen25-7b_Cousin_SouthAfrica_male,ollama-qwen25-7b,qwen,7B,male,South Africa,Sub-Saharan Africa,Cousin,175,2.20225,1.4897699,-27.163847,20.636293,11.675424,19.9909,13.118648
ollama-qwen25-3b_Cousin_SouthAfrica_male,ollama-qwen25-3b,qwen,3B,male,South Africa,Sub-Saharan Africa,Cousin,137,1.0376877,0.8163701,-1.6322743,-11.8394985,18.03793,8.95626,12.954375
ollama-gemma2-2b_Cousin_SouthAfrica_male,ollama-gemma2-2b,gemma,2B,male,South Africa,Sub-Saharan Africa,Cousin,206,-1.8272796,1.3920219,22.690151,-25.295675,1.7715787,-31.820656,2.633254
ollama-gemma3-12b_Cousin_SouthAfrica_male,ollama-gemma3-12b,gemma,12B,male,South Africa,Sub-Saharan Africa,Cousin,198,-1.3606328,1.4863718,38.171368,19.513718,-6.4040465,23.948763,-21.48494
ollama-gemma3-27b_Cousin_SouthAfrica_male,ollama-gemma3-27b,gemma,27B,male,South Africa,Sub-Saharan Africa,Cousin,183,-2.1647925,1.0997006,35.87353,22.364265,-8.208002,20.478569,-14.990793
ollama-llama31-8b_Cousin_Ghana_female,ollama-llama31-8b,llama,8B,female,Ghana,Sub-Saharan Africa,Cousin,194,-0.9477506,-2.459879,3.8633463,12.782165,-15.185608,12.43127,-2.577242
ollama-llama32-3b_Cousin_Ghana_female,ollama-llama32-3b,llama,3B,female,Ghana,Sub-Saharan Africa,Cousin,192,-0.04953164,-1.4105418,-2.55634,3.4341388,-13.236223,10.960921,11.723299
ollama-llama3-70b_Cousin_Ghana_female,ollama-llama3-70b,llama,70B,female,Ghana,Sub-Saharan Africa,Cousin,197,0.09371371,-2.679629,2.1970992,11.834921,-13.874169,13.038012,0.4703059
ollama-mistral-7b_Cousin_Ghana_female,ollama-mistral-7b,mistral,7B,female,Ghana,Sub-Saharan Africa,Cousin,194,1.9585679,0.6053114,-38.71587,28.297787,5.328891,20.319113,25.088837
ollama-qwen25-7b_Cousin_Ghana_female,ollama-qwen25-7b,qwen,7B,female,Ghana,Sub-Saharan Africa,Cousin,197,1.1316787,0.22087823,-17.216623,-5.713598,12.78092,6.2924685,19.5138
ollama-qwen25-3b_Cousin_Ghana_female,ollama-qwen25-3b,qwen,3B,female,Ghana,Sub-Saharan Africa,Cousin,99,0.11837816,-0.09165475,0.28409064,-19.104496,-2.6546369,-23.514313,19.314646
ollama-gemma2-2b_Cousin_Ghana_female,ollama-gemma2-2b,gemma,2B,female,Ghana,Sub-Saharan Africa,Cousin,189,-1.3575933,0.59353614,19.724915,-20.676088,-10.052081,-31.770086,9.1502905
ollama-gemma3-12b_Cousin_Ghana_female,ollama-gemma3-12b,gemma,12B,female,Ghana,Sub-Saharan Africa,Cousin,206,-2.5797021,-0.08648959,26.135458,13.110179,5.1722684,10.634182,-18.552345
ollama-gemma3-27b_Cousin_Ghana_female,ollama-gemma3-27b,gemma,27B,female,Ghana,Sub-Saharan Africa,Cousin,181,-2.0387037,0.31688887,41.89029,5.8509955,-18.621004,11.261826,-28.375174
ollama-gptoss-20b_Cousin_Ghana_female,ollama-gptoss-20b,gpt-oss,20B,female,Ghana,Sub-Saharan Africa,Cousin,149,0.0645388,0.4673001,-32.356747,-21.387949,32.80852,-3.275872,8.51613
ollama-llama31-8b_Cousin_Ghana_male,ollama-llama31-8b,llama,8B,male,Ghana,Sub-Saharan Africa,Cousin,180,-0.14318347,0.017364591,20.651138,7.3170404,11.898928,8.507196,-28.955135
ollama-llama32-3b_Cousin_Ghana_male,ollama-llama32-3b,llama,3B,male,Ghana,Sub-Saharan Africa,Cousin,197,0.94927216,-1.8934643,-38.795467,-27.711334,-0.7909668,16.350517,24.037912
ollama-llama3-70b_Cousin_Ghana_male,ollama-llama3-70b,llama,70B,male,Ghana,Sub-Saharan Africa,Cousin,206,1.1358304,-1.0231647,-35.204693,-25.420769,-3.9949067,20.82587,18.56159
ollama-mistral-nemo_Cousin_Ghana_male,ollama-mistral-nemo,mistral,12B,male,Ghana,Sub-Saharan Africa,Cousin,199,0.73957586,0.65661097,-34.121616,-28.411701,-8.857801,-20.243908,23.285137
ollama-mistral-7b_Cousin_Ghana_male,ollama-mistral-7b,mistral,7B,male,Ghana,Sub-Saharan Africa,Cousin,195,1.526621,0.5815549,-39.783176,25.660969,15.421495,6.859179,-27.046024
ollama-qwen25-7b_Cousin_Ghana_male,ollama-qwen25-7b,qwen,7B,male,Ghana,Sub-Saharan Africa,Cousin,156,-0.022999588,-0.8883738,-17.638296,-18.31978,0.771211,-9.204867,5.796666
ollama-qwen25-3b_Cousin_Ghana_male,ollama-qwen25-3b,qwen,3B,male,Ghana,Sub-Saharan Africa,Cousin,95,-0.2839367,1.3531506,8.610962,-22.144058,5.2376375,-16.956902,4.698119
ollama-gemma2-2b_Cousin_Ghana_male,ollama-gemma2-2b,gemma,2B,male,Ghana,Sub-Saharan Africa,Cousin,198,-0.30653885,0.007957742,-37.953815,-29.550076,1.8665696,12.838649,19.994572
ollama-gemma3-12b_Cousin_Ghana_male,ollama-gemma3-12b,gemma,12B,male,Ghana,Sub-Saharan Africa,Cousin,190,-0.9922055,0.10868156,30.465239,1.8281125,-26.846884,-12.030236,-11.981106
ollama-gemma3-27b_Cousin_Ghana_male,ollama-gemma3-27b,gemma,27B,male,Ghana,Sub-Saharan Africa,Cousin,197,-2.1195173,1.3028922,41.228424,17.93592,3.8544853,5.6075826,-33.23339
ollama-gptoss-20b_Cousin_Ghana_male,ollama-gptoss-20b,gpt-oss,20B,male,Ghana,Sub-Saharan Africa,Cousin,134,0.6985954,0.3686842,-19.586573,-10.846308,26.447453,-3.06399,-13.644537
ollama-llama31-8b_Cousin_India_female,ollama-llama31-8b,llama,8B,female,India,South Asia,Cousin,193,1.1036109,-1.5408611,3.8370807,10.976108,-14.439314,8.491258,0.50825673
ollama-llama32-3b_Cousin_India_female,ollama-llama32-3b,llama,3B,female,India,South Asia,Cousin,175,-0.4453449,-2.246556,-4.790843,7.2481184,-6.558886,1.2664706,3.460426
ollama-llama3-70b_Cousin_India_female,ollama-llama3-70b,llama,70B,female,India,South Asia,Cousin,183,-0.25554317,-2.2833185,4.833915,9.888405,-16.383207,7.50722,0.5375284
ollama-mistral-nemo_Cousin_India_female,ollama-mistral-nemo,mistral,12B,female,India,South Asia,Cousin,167,0.08297378,0.033578187,-0.21093433,-7.3829694,20.907648,-5.165445,-13.642612
ollama-mistral-7b_Cousin_India_female,ollama-mistral-7b,mistral,7B,female,India,South Asia,Cousin,186,1.9411905,-1.582716,1.0089301,16.713999,-11.4908085,8.803504,-7.2201433
ollama-qwen25-7b_Cousin_India_female,ollama-qwen25-7b,qwen,7B,female,India,South Asia,Cousin,195,1.2726632,-2.5318751,4.877473,8.831572,-19.720917,7.890761,1.3342273
ollama-qwen25-3b_Cousin_India_female,ollama-qwen25-3b,qwen,3B,female,India,South Asia,Cousin,126,0.7158353,0.2582453,-14.851974,-20.409813,-1.3741696,-13.361054,15.611229
ollama-gemma2-2b_Cousin_India_female,ollama-gemma2-2b,gemma,2B,female,India,South Asia,Cousin,179,-1.262102,-1.0902936,-15.322061,1.7080227,12.91829,2.0723493,-7.534394
ollama-gemma3-12b_Cousin_India_female,ollama-gemma3-12b,gemma,12B,female,India,South Asia,Cousin,185,-1.7222599,-0.8285263,43.5952,-16.281279,-29.114681,16.046917,-7.763175
ollama-gemma3-27b_Cousin_India_female,ollama-gemma3-27b,gemma,27B,female,India,South Asia,Cousin,190,-3.0083869,-0.1767233,41.646915,-9.847766,-22.325209,9.428829,-6.7109556
ollama-llama31-8b_Cousin_India_male,ollama-llama31-8b,llama,8B,male,India,South Asia,Cousin,153,0.9519563,-0.13181302,-0.918892,16.595575,9.157384,15.628718,-15.101709
ollama-llama32-3b_Cousin_India_male,ollama-llama32-3b,llama,3B,male,India,South Asia,Cousin,188,0.4081828,-0.64839405,-4.6520615,-3.0169542,-6.871792,-13.159733,5.2179813
ollama-llama3-70b_Cousin_India_male,ollama-llama3-70b,llama,70B,male,India,South Asia,Cousin,202,0.53751975,-1.3420227,-15.273593,9.716167,-5.7138596,11.525001,14.311131
ollama-mistral-7b_Cousin_India_male,ollama-mistral-7b,mistral,7B,male,India,South Asia,Cousin,200,1.5820292,0.18795606,-33.654415,32.402515,-10.705812,-15.700803,1.6338941
ollama-qwen25-7b_Cousin_India_male,ollama-qwen25-7b,qwen,7B,male,India,South Asia,Cousin,181,2.083319,-0.63203377,-31.03013,8.51122,-7.0781875,-0.9264121,10.445396
ollama-qwen25-3b_Cousin_India_male,ollama-qwen25-3b,qwen,3B,male,India,South Asia,Cousin,124,1.5990554,1.9168408,-0.9480772,-24.41407,8.016025,-8.459561,20.642286
ollama-gemma2-2b_Cousin_India_male,ollama-gemma2-2b,gemma,2B,male,India,South Asia,Cousin,196,-1.1306193,1.3751872,-16.328682,-16.747475,-10.928149,-8.670605,30.90435
ollama-gemma3-12b_Cousin_India_male,ollama-gemma3-12b,gemma,12B,male,India,South Asia,Cousin,208,-2.5762951,0.9374351,41.57239,-9.869562,-23.082392,9.5325,-7.2608514
ollama-gemma3-27b_Cousin_India_male,ollama-gemma3-27b,gemma,27B,male,India,South Asia,Cousin,185,-1.4810908,-0.44157588,32.533794,1.7353224,-16.065235,22.253925,-13.907398
ollama-gptoss-20b_Cousin_India_male,ollama-gptoss-20b,gpt-oss,20B,male,India,South Asia,Cousin,118,-0.26760808,-0.109573215,-19.00578,-6.370068,25.86544,-3.8270223,5.2383385
ollama-llama31-8b_Cousin_SriLanka_female,ollama-llama31-8b,llama,8B,female,Sri Lanka,South Asia,Cousin,200,0.20048961,-1.7249126,10.394133,14.377106,-1.3543295,-0.29311773,-3.605091
ollama-llama32-3b_Cousin_SriLanka_female,ollama-llama32-3b,llama,3B,female,Sri Lanka,South Asia,Cousin,174,-0.30126533,-2.494701,9.152929,9.973799,-3.3749616,-2.7594364,2.8744016
ollama-llama3-70b_Cousin_SriLanka_female,ollama-llama3-70b,llama,70B,female,Sri Lanka,South Asia,Cousin,200,0.31519756,-2.5852644,-0.23089904,23.148869,-5.4014473,10.209818,-7.394041
ollama-mistral-7b_Cousin_SriLanka_female,ollama-mistral-7b,mistral,7B,female,Sri Lanka,South Asia,Cousin,163,-0.011950633,-0.36877638,-13.120226,4.2197948,8.606184,10.62319,-12.199257
ollama-qwen25-7b_Cousin_SriLanka_female,ollama-qwen25-7b,qwen,7B,female,Sri Lanka,South Asia,Cousin,130,0.21999241,-0.7763533,-17.997301,-2.1443353,15.159396,3.0417747,1.843573
ollama-qwen25-3b_Cousin_SriLanka_female,ollama-qwen25-3b,qwen,3B,female,Sri Lanka,South Asia,Cousin,186,-0.62370056,2.1124933,13.849965,-15.422518,-1.9955438,-23.60762,-1.1070014
ollama-gemma2-2b_Cousin_SriLanka_female,ollama-gemma2-2b,gemma,2B,female,Sri Lanka,South Asia,Cousin,180,0.42514166,-1.1467891,-16.760654,-1.3627598,14.475997,5.122166,-1.2853527
ollama-gemma3-12b_Cousin_SriLanka_female,ollama-gemma3-12b,gemma,12B,female,Sri Lanka,South Asia,Cousin,185,-2.4585316,0.66645193,51.768295,-11.792558,-13.30898,-4.867631,-14.034042
ollama-gemma3-27b_Cousin_SriLanka_female,ollama-gemma3-27b,gemma,27B,female,Sri Lanka,South Asia,Cousin,178,-2.795965,-0.18881083,47.577095,-10.168612,-15.594833,1.1578515,-16.528366
ollama-gptoss-20b_Cousin_SriLanka_female,ollama-gptoss-20b,gpt-oss,20B,female,Sri Lanka,South Asia,Cousin,128,-0.39305142,-0.7784402,-26.09762,-13.544035,29.734217,-12.751186,-4.9628778
ollama-llama31-8b_Cousin_SriLanka_male,ollama-llama31-8b,llama,8B,male,Sri Lanka,South Asia,Cousin,167,0.72872514,0.20740125,-16.823063,9.754152,-5.4534173,15.240941,14.46162
ollama-llama32-1b_Cousin_SriLanka_male,ollama-llama32-1b,llama,1B,male,Sri Lanka,South Asia,Cousin,194,0.79338926,0.44748932,-10.142777,-21.157736,-6.3969836,10.24002,15.437935
ollama-llama32-3b_Cousin_SriLanka_male,ollama-llama32-3b,llama,3B,male,Sri Lanka,South Asia,Cousin,180,1.1073186,0.22994053,-10.186694,-0.054172102,29.263432,20.040316,3.0077233
ollama-llama3-70b_Cousin_SriLanka_male,ollama-llama3-70b,llama,70B,male,Sri Lanka,South Asia,Cousin,189,1.2703134,-1.1939371,-15.0836735,12.797762,1.1749061,11.568908,13.21884
ollama-mistral-nemo_Cousin_SriLanka_male,ollama-mistral-nemo,mistral,12B,male,Sri Lanka,South Asia,Cousin,176,0.7073509,0.4987048,-43.59315,-9.201475,-1.5293771,11.713963,16.878374
ollama-mistral-7b_Cousin_SriLanka_male,ollama-mistral-7b,mistral,7B,male,Sri Lanka,South Asia,Cousin,201,3.6042624,-0.57544124,-29.176802,27.449749,13.120741,27.067497,5.9834085
ollama-qwen25-7b_Cousin_SriLanka_male,ollama-qwen25-7b,qwen,7B,male,Sri Lanka,South Asia,Cousin,202,-0.82721704,0.7311275,-14.111526,-23.17419,-2.1603923,-13.707264,19.36581
ollama-qwen25-3b_Cousin_SriLanka_male,ollama-qwen25-3b,qwen,3B,male,Sri Lanka,South Asia,Cousin,174,0.8219154,1.5213845,-19.954008,27.291473,18.871836,7.152892,15.859473
ollama-gemma2-2b_Cousin_SriLanka_male,ollama-gemma2-2b,gemma,2B,male,Sri Lanka,South Asia,Cousin,184,-0.7439375,1.075412,26.546934,-33.86272,25.458635,-26.011961,3.5682304
ollama-gemma3-12b_Cousin_SriLanka_male,ollama-gemma3-12b,gemma,12B,male,Sri Lanka,South Asia,Cousin,177,-1.8467926,0.49330768,43.889847,-15.376877,-28.792805,15.441451,-10.705223
ollama-gemma3-27b_Cousin_SriLanka_male,ollama-gemma3-27b,gemma,27B,male,Sri Lanka,South Asia,Cousin,177,-2.1979551,0.19933942,42.890236,-3.2669718,-24.22606,4.176757,-20.800203
ollama-gptoss-20b_Cousin_SriLanka_male,ollama-gptoss-20b,gpt-oss,20B,male,Sri Lanka,South Asia,Cousin,147,-0.062002905,1.2193279,-30.385517,-10.173312,22.549074,-6.467878,-10.452075
ollama-llama31-8b_Cousin_Pakistan_female,ollama-llama31-8b,llama,8B,female,Pakistan,South Asia,Cousin,176,0.4333779,-2.2120464,-7.4852014,20.896997,-10.24722,22.579979,2.7024045
ollama-llama32-3b_Cousin_Pakistan_female,ollama-llama32-3b,llama,3B,female,Pakistan,South Asia,Cousin,203,0.03340342,-1.538589,-6.5743146,9.80316,-6.5206647,8.822906,4.3957853
ollama-llama3-70b_Cousin_Pakistan_female,ollama-llama3-70b,llama,70B,female,Pakistan,South Asia,Cousin,196,0.019177923,-1.6980014,7.2633696,3.2973661,-23.175898,3.8073575,11.383457
ollama-mistral-nemo_Cousin_Pakistan_female,ollama-mistral-nemo,mistral,12B,female,Pakistan,South Asia,Cousin,196,1.332681,-1.0533056,-14.059184,-19.320576,-12.745482,-13.453685,19.422844
ollama-mistral-7b_Cousin_Pakistan_female,ollama-mistral-7b,mistral,7B,female,Pakistan,South Asia,Cousin,168,1.2933835,-1.4780407,2.983385,8.206907,-14.794617,6.184834,2.893598
ollama-qwen25-7b_Cousin_Pakistan_female,ollama-qwen25-7b,qwen,7B,female,Pakistan,South Asia,Cousin,147,0.16000402,0.9814389,-12.47301,-29.662886,10.059461,2.8453014,22.493765
ollama-qwen25-3b_Cousin_Pakistan_female,ollama-qwen25-3b,qwen,3B,female,Pakistan,South Asia,Cousin,154,0.6187591,0.9362957,9.309061,-25.540749,11.009096,-20.996376,5.661737
ollama-gemma2-2b_Cousin_Pakistan_female,ollama-gemma2-2b,gemma,2B,female,Pakistan,South Asia,Cousin,193,-2.3889744,1.0597993,23.659937,-22.21778,0.2017857,-32.988213,2.324346
ollama-gemma3-12b_Cousin_Pakistan_female,ollama-gemma3-12b,gemma,12B,female,Pakistan,South Asia,Cousin,204,-3.3904204,-0.49963927,30.43972,-11.535704,-28.329971,-6.0058947,-0.052955955
ollama-gemma3-27b_Cousin_Pakistan_female,ollama-gemma3-27b,gemma,27B,female,Pakistan,South Asia,Cousin,178,-2.3741643,0.08748854,43.151196,-4.3170958,-26.941828,0.043551985,-18.626873
ollama-gptoss-20b_Cousin_Pakistan_female,ollama-gptoss-20b,gpt-oss,20B,female,Pakistan,South Asia,Cousin,127,-0.082318,-0.41354322,-19.72523,-11.766591,26.475721,-3.729102,-10.854554
ollama-llama31-8b_Cousin_Pakistan_male,ollama-llama31-8b,llama,8B,male,Pakistan,South Asia,Cousin,156,-0.28234556,0.82431084,16.32463,-8.082838,-17.169777,-24.633965,1.0215108
ollama-llama32-3b_Cousin_Pakistan_male,ollama-llama32-3b,llama,3B,male,Pakistan,South Asia,Cousin,182,0.95629025,-1.7447393,-16.928535,13.875549,-8.272655,17.504276,14.019872
ollama-llama3-70b_Cousin_Pakistan_male,ollama-llama3-70b,llama,70B,male,Pakistan,South Asia,Cousin,204,2.004732,-1.6233795,-41.00382,1.9616833,-14.274894,2.8703728,25.859547
ollama-mistral-nemo_Cousin_Pakistan_male,ollama-mistral-nemo,mistral,12B,male,Pakistan,South Asia,Cousin,169,-0.37122965,3.359428,-6.3496003,-22.784992,2.2966824,-10.321592,34.888317
ollama-mistral-7b_Cousin_Pakistan_male,ollama-mistral-7b,mistral,7B,male,Pakistan,South Asia,Cousin,176,1.7323042,0.1684045,-16.323343,-9.447562,-2.07114,1.6990484,28.055405
ollama-qwen25-7b_Cousin_Pakistan_male,ollama-qwen25-7b,qwen,7B,male,Pakistan,South Asia,Cousin,171,1.5784566,-0.95176834,-13.802367,-16.654488,-12.55072,-7.6466312,22.689909
ollama-qwen25-3b_Cousin_Pakistan_male,ollama-qwen25-3b,qwen,3B,male,Pakistan,South Asia,Cousin,204,1.5348959,1.7196388,2.8672953,-31.158667,12.167473,-15.935007,15.68068
ollama-gemma2-2b_Cousin_Pakistan_male,ollama-gemma2-2b,gemma,2B,male,Pakistan,South Asia,Cousin,199,-0.1836576,-1.285955,6.9292035,-0.958467,-30.277834,3.4294486,11.577622
ollama-gemma3-12b_Cousin_Pakistan_male,ollama-gemma3-12b,gemma,12B,male,Pakistan,South Asia,Cousin,183,-0.9778824,0.17080352,37.82991,-13.666788,-16.308653,-7.39501,23.756777
ollama-gemma3-27b_Cousin_Pakistan_male,ollama-gemma3-27b,gemma,27B,male,Pakistan,South Asia,Cousin,177,-1.7857217,0.36718735,36.82433,-12.256495,-29.381027,4.3924327,-10.296744
ollama-llama31-8b_Cousin_Japan_female,ollama-llama31-8b,llama,8B,female,Japan,East/SE Asia,Cousin,179,1.0742894,-1.0038431,-27.860926,11.438481,0.3141551,14.321953,-2.657112
ollama-llama32-1b_Cousin_Japan_female,ollama-llama32-1b,llama,1B,female,Japan,East/SE Asia,Cousin,181,1.7107096,-1.146069,-22.315056,23.992414,7.7120833,20.699846,5.4907303
ollama-llama32-3b_Cousin_Japan_female,ollama-llama32-3b,llama,3B,female,Japan,East/SE Asia,Cousin,192,-0.2639036,-0.9525079,6.5481334,14.084056,-8.61837,3.1754577,-9.545314
ollama-llama3-70b_Cousin_Japan_female,ollama-llama3-70b,llama,70B,female,Japan,East/SE Asia,Cousin,201,0.57560146,-2.2575972,-4.6446815,11.800143,-3.4913971,6.2826066,-2.033612
ollama-mistral-7b_Cousin_Japan_female,ollama-mistral-7b,mistral,7B,female,Japan,East/SE Asia,Cousin,171,2.2051935,0.16104603,-31.287231,17.199402,6.0811872,15.799518,18.124916
ollama-qwen25-7b_Cousin_Japan_female,ollama-qwen25-7b,qwen,7B,female,Japan,East/SE Asia,Cousin,197,1.5967308,-1.1537993,-35.574017,15.064362,6.1331873,18.960272,16.655123
ollama-qwen25-3b_Cousin_Japan_female,ollama-qwen25-3b,qwen,3B,female,Japan,East/SE Asia,Cousin,130,0.7204963,-1.0353091,-4.7263055,-6.9754305,5.8843775,-1.2844733,7.600028
ollama-gemma2-2b_Cousin_Japan_female,ollama-gemma2-2b,gemma,2B,female,Japan,East/SE Asia,Cousin,204,-1.4715775,1.3987348,23.795639,-19.295643,-1.5530779,-31.482325,-2.7491684
ollama-gemma3-12b_Cousin_Japan_female,ollama-gemma3-12b,gemma,12B,female,Japan,East/SE Asia,Cousin,188,-3.304479,0.23827475,43.478752,-7.6536345,-20.184912,-1.082963,-18.445322
ollama-gemma3-27b_Cousin_Japan_female,ollama-gemma3-27b,gemma,27B,female,Japan,East/SE Asia,Cousin,183,-1.1139402,-0.96995217,39.36895,0.4999051,-13.016766,13.3696165,-12.40596
ollama-gptoss-20b_Cousin_Japan_female,ollama-gptoss-20b,gpt-oss,20B,female,Japan,East/SE Asia,Cousin,144,-0.7675893,0.90646434,-25.380219,-7.286179,24.660982,2.1364949,-4.2753177
ollama-llama31-8b_Cousin_Japan_male,ollama-llama31-8b,llama,8B,male,Japan,East/SE Asia,Cousin,172,1.2001615,0.753689,-19.103418,38.060947,16.893627,20.93155,-15.434502
ollama-llama32-3b_Cousin_Japan_male,ollama-llama32-3b,llama,3B,male,Japan,East/SE Asia,Cousin,184,-0.9739965,0.58392,31.398806,29.418549,-2.2256787,28.556843,-15.0865135
ollama-llama3-70b_Cousin_Japan_male,ollama-llama3-70b,llama,70B,male,Japan,East/SE Asia,Cousin,193,0.44856626,-0.67357993,-19.422195,37.918762,18.649193,21.469984,-16.45076
ollama-mistral-nemo_Cousin_Japan_male,ollama-mistral-nemo,mistral,12B,male,Japan,East/SE Asia,Cousin,187,1.0977641,1.3428209,-25.28722,34.426426,15.652654,30.302412,-0.44477317
ollama-mistral-7b_Cousin_Japan_male,ollama-mistral-7b,mistral,7B,male,Japan,East/SE Asia,Cousin,195,2.8752131,0.048282042,-36.196365,19.54395,26.635517,24.160975,-9.360856
ollama-qwen25-7b_Cousin_Japan_male,ollama-qwen25-7b,qwen,7B,male,Japan,East/SE Asia,Cousin,190,0.5804689,-0.39996475,-10.39345,-20.12578,2.3222704,-1.7371298,24.56424
ollama-qwen25-3b_Cousin_Japan_male,ollama-qwen25-3b,qwen,3B,male,Japan,East/SE Asia,Cousin,196,1.4425671,-0.02423352,-11.979537,-11.620177,-7.4320173,-6.5436807,13.435167
ollama-gemma2-2b_Cousin_Japan_male,ollama-gemma2-2b,gemma,2B,male,Japan,East/SE Asia,Cousin,207,-0.6198672,0.17825732,14.266659,5.905785,25.030851,0.995308,-20.894608
